Inglés,Español,Module,Sección,
Edit Variable,Editar Variable,module,Magento_Variable,1
Edit Video,Editar Video,module,Magento_ProductVideo,1
Edit Store View,Editar Vista de Tienda,module,Magento_Backend,1
CSS Editor,Editor CSS,module,Magento_Theme,1
Text Editor,Editor de Texto,module,Magento_Eav,1
JS Editor,Editor JS,module,Magento_Theme,1
EDN,EDN,module,Temando_Shipping,1
EEI,EEI,module,Temando_Shipping,1
EEL,EEL,module,Temando_Shipping,1
Either no order exists with this ID or gift message isn't allowed.,Either no order exists with this ID or gift message isn't allowed.,module,Magento_GiftMessage,1
ex. http://domain.com,ej. http://dominio.com,module,Magento_Search,1
Perform following actions,Ejecutar las siguientes acciones,module,Magento_Rule,1
"example: ""/sitemap/"" or ""/"" for base path (path must be writeable)","ejemplo: ""/sitemap/"" o ""/"" para ruta base (la ruta debe ser escribible)",module,Magento_Sitemap,1
Example: 50px or 100%,Ejemplo: 50px o 100%,module,Magento_PageBuilder,1
example: sitemap.xml,ejemplo: sitemap.xml,module,Magento_Sitemap,1
The,El,module,Fastly_Cdn,1
Your order # is: <span>%1</span>.,El # de su orden es: <span>%1</span>.,module,Magento_Checkout,1
"The billing agreement ""%1"" has been canceled.","El acuerdo de facturación ""%1"" ha sido cancelado.",module,Magento_Paypal,1
The specified image adapter cannot be used because of: %1,El adaptador de imagen especificado no puede usarse porque: %1,module,Magento_Config,1
Adapter must be an instance of \Magento\ImportExport\Model\Import\AbstractSource,El adaptador debe ser una instancia de \Magento\ImportExport\Model\Import\AbstractSource,module,Magento_ImportExport,1
Authentication storage is incorrect.,El almacenamiento de autenticación es incorrecto.,module,Magento_Backend,1
The Magento cache storage has been flushed.,El almacenamiento de la caché de Magento se ha vaciado.,module,Magento_Backend,1
The cache storage may contain additional data. Are you sure that you want to flush it?,El almacenamiento de la caché puede contener datos adicionales. ¿Está seguro(a) de limpiarlo?,module,Magento_Backend,1
Expiration year is invalid.,El Año de Expiración es inválido,module,Magento_Braintree,1
Last name is too long.,El Apellido es muy largo,module,Magento_Braintree,1
API Uses Proxy,El API Usa Proxy,module,Magento_Paypal,1
File '%1' is not an image.,El archivo '%1' no es una imagen.,module,Magento_Catalog,1
The file '%1' is invalid. Please choose another one,El archivo '%1' no es válido. Por favor seleccione otro,module,Magento_Catalog,1
The file '%1' for '%2' has an invalid extension.,El archivo '%1' para '%2' tiene una extensión no válida.,module,Magento_Catalog,1
"File with an extension ""%value%"" is protected and cannot be uploaded","El archivo con la extensión ""%value%"" está protegido y no puede subirse",module,Magento_MediaStorage,1
The CSS file must be less than %1M.,El archivo CSS debe medir menos de %1M.,module,Magento_Theme,1
The PayPal certificate file is empty.,El archivo de certificado PayPay está vacío.,module,Magento_Paypal,1
Link file not provided,El archivo de enlace no fue proporcionada,module,Magento_Downloadable,1
"The backup file ""%1"" does not exist.","El archivo de respaldo ""%1"" no existe.",module,Magento_Backup,1
The backup file does not exist.,El archivo de respaldo no existe.,module,Magento_Backup,1
"The file is valid, but we can't import it for some reason.","El archivo es válido, pero no lo podemos importar por alguna razón.",module,Magento_ImportExport,1
The JS file must be less than %1M.,El archivo JS debe medir menos de %1M.,module,Magento_Theme,1
The file was not uploaded.,El archivo no fue subido.,module,Magento_ImportExport,1
Provided file content must be valid base64 encoded data.,El archivo proporcionado debe contener datos válidos base64.,module,Magento_Downloadable,1
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","El archivo puede descomprimirse con <a href=""%1"">%2</a> en Windows.",module,Magento_Backup,1
File you are trying to upload exceeds maximum file size limit.,El archivo que está intentando subir excede el límite máximo de tamaño de archivo.,module,Magento_Ui,1
The file you're uploading exceeds the server size limit of %1 kilobytes.,El archivo que está subiendo excede el límite en el servidor que es de %1 kilobytes.,module,Magento_Config,1
The file '%1' you uploaded is larger than the %2 megabytes allowed by our server.,El archivo que ha subido '%1' es más grande que el tamaño de %2 megabytes permitido en nuestro servidor.,module,Magento_Catalog,1
The file you uploaded has no extension.,El archivo que subiste no tiene extensión.,module,Magento_ImportExport,1
Attribute '%1' is locked. %2,El atributo '%1' está bloqueado. %2,module,Magento_Catalog,1
The currently selected block does not exist.,El bloque actual seleccionado no existe,module,Magento_PageBuilder,1
Totals calculation is not applicable to empty cart,El cálculo de totales no es aplicable a un carrito vacío,module,Magento_Checkout,1
"Changing address information will not recalculate shipping, tax or other order amount.","El cambiar la información de la dirección no recalcula el monto de envío, impuesto u otro monto de la orden.",module,Magento_Sales,1
The field is applicable if the Smart Post method is selected.,El campo es aplicable si se ha seleccionado el método Smart Post.,module,Magento_Fedex,1
The PayPal certificate does not exist.,El certificado de PayPal no existe.,module,Magento_Paypal,1
"Customer will stay on the current page if ""No"" is selected.","El ciente permanecerá en la página actual si se selecciona ""No"".",module,Magento_Customer,1
The customer is now assigned to Customer Group %s.,El cliente ha sido asignado al Grupo de Cliente %s.,module,Magento_Customer,1
The customer does not have default billing address.,El cliente no tiene una dirección de facturación por defecto.,module,Magento_Customer,1
The customer would belong to Customer Group %s.,El cliente pertenecería al Grupo de Clientes %s.,module,Magento_Customer,1
The customer will receive an email with a link to reset password.,El cliente recibirá un email con un enlace para reiniciar la contraseña.,module,Magento_Customer,1
Customer is already registered,El cliente ya está registrado,module,Magento_Checkout,1
This customer already exists in this store.,El cliente ya existe en esta tienda.,module,Magento_Customer,1
The coupon code isn't valid. Verify the code and try again.,El código de cupón no es válido. Verifica el código y vuelve a intentarlo.,module,Magento_Quote,1
Experiment code should be added to the original page only.,El código de experimento sólo debe añadirse a la página original.,module,Magento_GoogleOptimizer,1
The attribute code '%1' is reserved by system. Please try another attribute code,El código de producto '%1' está reservado para el sistema. Por favor intente otro código de atributo,module,Magento_Eav,1
Card Security Code Does Not Match,El Código de Seguridad No Coincide,module,Magento_Paypal,1
"The store code may contain only letters (a-z), numbers (0-9) or underscore (_), and the first character must be a letter.","El código de tienda solo debe contener letras (a-z), números (0-9) o guión bajo (_), y el primer caracter debe ser una letra.",module,Magento_Store,1
Variable Code must be unique.,El Código de Variable debe ser único.,module,Magento_Variable,1
The form code is not defined.,El código del formato no está definido.,module,Magento_Eav,1
"Website code may only contain letters (a-z), numbers (0-9) or underscore (_), and the first character must be a letter.","El código del sitio web sóĺo debe contener letras (a-z), números (0-9) o guión bajo (_), y el primer caracter debe ser una letra.",module,Magento_Store,1
The input entity code is not equal to entity adapter code.,El código introducido de entidad no es igual al código del adaptador de entidad.,module,Magento_ImportExport,1
Themes JavaScript and CSS files combined to one file,El código JavaScript de los temas y los archivos de CSS combinados en un archivo,module,Magento_Backend,1
AVS Zip Does Not Match,El Código Postal AVS No Coincide,module,Magento_Paypal,1
Zip/Postal Code is Optional for,El Código Postal es opcional para,module,Magento_Directory,1
The merchant holds a non-U.S. account and doesn't have a withdrawal mechanism.,El comerciante tiene una cuenta fuera de Estados Unidos de América y no tiene un mecanismo de retiro.,module,Magento_Paypal,1
"Buyer claims that the received merchandise is unsatisfactory, defective, or damaged.","El comprador reclama que las mercancías recibidas no son satisfactorias, son defectuosas o están dañadas.",module,Magento_Paypal,1
Buyer claims that he/she did not authorize transaction.,El comprador reclama que no autorizó la transacción.,module,Magento_Paypal,1
Buyer claims that he did not receive goods or service.,El comprador reclama que no recibió los bienes o servicios.,module,Magento_Paypal,1
Buyer claims that a possible duplicate payment was made to the merchant.,El comprador reclama que posiblemente se hizo un pago duplicado al comerciante.,module,Magento_Paypal,1
Provided Attribute set non product Attribute set.,El conjunto de Atributo fija un conjunto de Atributo sin producto.,module,Magento_Catalog,1
The attribute set has been removed.,El conjunto de atributo ha sido removido.,module,Magento_Catalog,1
Attribute Set already exists.,El Conjunto de Atributo ya existe.,module,Magento_Catalog,1
An attribute set named '%1' already exists.,El conjunto de atributos con el nombre '%1' ya existe.,module,Magento_Catalog,1
Provided content must be valid base64 encoded data.,El contenido a proveer deben ser datos codificados válidos en base64.,module,Magento_Downloadable,1
Media Gallery converter should be an instance of EntryConverterInterface.,El convertidor de la Galería de Medios debe ser una instancia de EntryConverterInterface.,module,Magento_Catalog,1
"Child with specified sku: ""%1"" already assigned to product: ""%2""","El dependiente con el SKU especificado: ""%1"" ya se encuentra asignado al producto: ""%2""",module,Magento_Bundle,1
The stock item for Product in option is not valid.,El inventario del producto seleccionado no es válido,module,Magento_CatalogInventory,1
The link to a friend was sent.,El enlace fue enviado a un amigo.,module,Magento_SendFriend,1
The link has expired.,El enlace ha expirado.,module,Magento_Downloadable,1
The link is not available.,El enlace no está disponible.,module,Magento_Downloadable,1
Link URL must have valid format.,El enlace URL debe tener un formato válido.,module,Magento_Downloadable,1
"The Order State ""%1"" must not be set manually.","El Estado de la Orden ""%1"" no se debe fijar manualmente.",module,Magento_Sales,1
State is Required for,El Estado es Obligatorio para,module,Magento_Directory,1
Filtering by this attribute will update the product image on catalog page,El filtrado por este atributo actualizará la imagen de producto en la página de catálogo,module,Magento_Swatches,1
The product type filter specified is incorrect.,El filtro de tipo de producto especificado es incorrecto.,module,Magento_Reports,1
The filter must be an object. Please set the correct filter.,El filtro debe ser un objeto. Please set the correct filter.,module,Magento_Catalog,1
Provided form does not exist,El formato ingresado no existe,module,Magento_Captcha,1
Format for IDE '%1' is not supported,El formato para IDE '%1' no está soportado,module,Magento_Developer,1
Customer Group already exists.,El Grupo de Clientes ya existe.,module,Magento_Customer,1
The history of your credit operations is available on the Company Credit page.,El historial de tu crédito está disponilbe en la página de Crédito de Compañia.,module,Magento_CompanyCredit,1
Invalid customer address id %1,El ID de dirección de cliente no es válido %1,module,Magento_Quote,1
Invalid address id %1,El ID de dirección no es válido %1,module,Magento_Quote,1
Order id cannot be null,El ID de la orden no puede ser nulo,module,Magento_Downloadable,1
The parent transaction ID must have a transaction ID.,El ID de la transacción superior debe tener un ID de transacción.,module,Magento_Sales,1
Option attribute ID is not specified.,El ID del atributo de opción no está especificado.,module,Magento_ConfigurableProduct,1
Invalid customer id %1,El ID del cliente no es válido %1,module,Magento_Quote,1
Order item id cannot be null,El ID del artículo no puede ser nulo,module,Magento_Downloadable,1
%1 index is locked by another reindex process. Skipping.,el índice de %1 está bloqueado por otro proceso de reindexación. Saltando.,module,Magento_Indexer,1
Value index is not specified for an option.,El índice de valor no está especificado para una opción.,module,Magento_ConfigurableProduct,1
CVV Entry is Editable,El ingreso de CVV es Editable,module,Magento_Paypal,1
Login is Case Sensitive,El ingreso es Sensible a Mayúsculas y Minúsculas,module,Magento_Backend,1
The message has been marked as Read.,El mensaje ha sido marcado como Leído.,module,Magento_AdminNotification,1
The message has been removed.,El mensaje ha sido removido.,module,Magento_AdminNotification,1
Expiration month is invalid.,El mes de expiración es inválido,module,Magento_Braintree,1
"Method ""%1"" is not defined in ""%2""","El método ""%1"" no está definido en ""%2""",module,Magento_Persistent,1
Method %s does not exist on jQuery.decorate,El método %s no existe en jQuery.decorate,lib,lib/web/mage/decorate.js,1
"This shipping method is not available. To use this shipping method, please contact us.","El método de envío no está disponible. Para usar este método de envío, por favor contáctenos.",module,Magento_Quote,1
This shipping method is not available. Please specify the zip code.,El método de envío no está disponible. Por favor especifica el código postal.,module,Magento_Shipping,1
Requested payment method does not match with order.,El método de pago solicitado no coincide con la orden.,module,Magento_Paypal,1
The attribute model is not defined.,El modelo de atributo no está definido.,module,Magento_Catalog,1
The address model is not defined.,El modelo de dirección no está definido.,module,Magento_Quote,1
"Source model ""%1"" not found for attribute ""%2""","El modelo Almacen ""%1"" no se encuentra para el atributo""%2""",module,Magento_Eav,1
"The address total model should be extended from
 \Magento\Quote\Model\Quote\Address\Total\AbstractTotal.","El modelo total de dirección debe extenderse de
 \Magento\Quote\Model\Quote\Address\Total\AbstractTotal.",module,Magento_Quote,1
The total model should be extended from \Magento\Sales\Model\Order\Total\AbstractTotal.,El modelo total debe ser extendido de \Magento\Sales\Model\Order\Total\AbstractTotal.,module,Magento_Sales,1
The PDF total model %1 must be or extend \Magento\Sales\Model\Order\Pdf\Total\DefaultTotal.,El modelo total PDF %1 Debe ser o extender \Magento\Sales\Model\Order\Pdf\Total\DefaultTotal.,module,Magento_Sales,1
The Flat Catalog module has a limit of %2$d filterable and/or sortable attributes.Currently there are %1$d of them.Please reduce the number of filterable/sortable attributes in order to use this module,El módulo de Catálogo Plano tiene un límite de %2$d atributos filtrables/ordenables. Actualmente hay %1$d de ellos. Por favor reduzca el número de atributos filtrables/ordenables para poder usar este módulo,module,Magento_Catalog,1
The shipping module is not available.,El módulo de envíos no está disponible.,module,Magento_Shipping,1
The nonce is already being used by the consumer with ID %1,El momento está siendo usado por el consumidor con el ID %1,module,Magento_Integration,1
The authorized amount is %1.,El monto autorizado es %1.,module,Magento_Paypal,1
Refund amount is too large.,El monto de Reembolso es muy grande,module,Magento_Braintree,1
The most money available to refund is %1.,El monto máximo de dinero disponible para reembolsar es %1.,module,Magento_Sales,1
Maximum shipping amount allowed to refund is: %1,El monto máximo disponible para reembolso de envío es: %1,module,Magento_Sales,1
Provided file name contains forbidden characters.,El nombre de archivo contiene caracteres prohibidos.,module,Magento_Downloadable,1
"The sender name ""%1"" is not valid. Please use only visible characters and spaces.","El nombre de remitente ""%1"" no es válido. Por favor use sólo caracteres visibles y espacios.",module,Magento_Config,1
The current module pathname is undefined.,El nombre de ruta del módulo actual no está definido.,module,Magento_Eav,1
First name is too long.,El Nombre es muy largo,module,Magento_Braintree,1
Name is required,El nombre es obligatorio,module,Magento_Store,1
A name is required.,El nombre es obligatorio.,module,Magento_Catalog,1
Number of downloads must be a positive integer.,El número de descargas debe ser un entero positivo.,module,Magento_Downloadable,1
Sort order must be a positive integer.,El número de ordenamiento debe ser un entero positivo.,module,Magento_Downloadable,1
The credit card number doesn't match the credit card type.,El número de tarjeta de crédito no coincide con el tipo de tarjeta de crédito.,module,Magento_Payment,1
The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase.,El número ipor defecto de autorizaciones dependientes en su cuenta PayPal es de 1. Para hacer varias autorizaciones por favor contacte a PayPal para solicitar un incremento.,module,Magento_Paypal,1
Maximum number of price intervals is 100,El número máximo de intervalos de precio es de 100,module,Magento_LayeredNavigation,1
The entity adapter object must be an instance of %1 or %2.,El objeto de adaptación de entidad debe ser una instancia de %1 o %2.,module,Magento_ImportExport,1
The adapter object must be an instance of %1.,El objeto de adaptador debe ser una instancia de %1.,module,Magento_ImportExport,1
Entity object is undefined,El objeto de entidad es indefinido,module,Magento_Eav,1
Default Product Listing Sort by does not exist in Available Product Listing Sort By.,El Órden de Listado de Productos Por Defecto no existe en los Órdenes de Listado de Productos Disponibles.,module,Magento_Catalog,1
The payment eCheck is not cleared.,El pago eCheck no se ha liberado.,module,Magento_Paypal,1
The payment is pending while it is being reviewed by PayPal for risk.,El pago está pendiente mientras es revisado por riesgo por PayPal.,module,Magento_Paypal,1
The payment is pending because it was made to an email address that is not yet registered or confirmed.,El pago está pendiente porque fue hecho desde un email que no ha sido registrado o confirmado.,module,Magento_Paypal,1
Express Checkout and Order have been canceled.,El Pago Express y la Orden han sido cancelados.,module,Magento_Paypal,1
The payment has been voided.,El pago fue anulado.,module,Magento_Sales,1
The payment is authorized but not settled.,El pago fue autorizado pero no ha sido colocado.,module,Magento_Paypal,1
The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status.,"El pago fue realizado con una tarjeta de crédito. Para recibir los fondos, el comerciante debe actualizad su cuenta al estado Negocios o Premier.",module,Magento_Paypal,1
One-page checkout is turned off.,El pedido en una página está desactivado.,module,Magento_Checkout,1
2-pixel perimeter around the header space.,El perímetro de 2-pixelis alrededor del espacio del encabezado.,module,Magento_Paypal,1
Percentage discount should be between 0 and 100.,El porcentaje de descuento debe estar entre 0 y 100.,module,Magento_CatalogRule,1
Link price must have numeric positive value.,El precio de enlace debe tener un valor numérico positivo.,module,Magento_Downloadable,1
This item price or quantity is not valid for checkout.,El precio de este artículo o su cantidad no son válidos para hacer el pedido.,module,Magento_Quote,1
Group price must be a number greater than 0.,El precio de grupo debe ser un número mayor que 0.,module,Magento_Catalog,1
Product %1 doesn't have linked %2 as %3,El producto %1 no tiene enlazado %2 como %3,module,Magento_Catalog,1
"Product with id ""%1"" does not contain required attribute ""%2"".","El producto con el ID ""%1"" no contiene el atributo obligatorio ""%2"".",module,Magento_ConfigurableProduct,1
Product with SKU '%1' is not linked to product with SKU '%2',El producto con el SKU '%1' no está enlazado al producto con el SKU '%2',module,Magento_Catalog,1
Product with SKU %1 is not linked to product with SKU %2,El producto con el SKU %1 no está enlazado al producto con el SKU %2,module,Magento_Catalog,1
"Product with specified sku: ""%1"" does not contain option: ""%2""","El producto con el SKU especificado: ""%1"" no contiene la opción: ""%2""",module,Magento_Bundle,1
Product is not loaded,El producto no ha sido cargado,module,Magento_Catalog,1
"Product hasn't group price with such data: customerGroupId = '%1', website = %2, qty = %3","El producto no tiene grupo de precio con esos datos: customerGroupId = '%1', website = %2, qty = %3",module,Magento_Catalog,1
Requested product doesn't exist,El producto solicitado no existe,module,Magento_RequisitionList,1
The date range for this design change overlaps another design change for the specified store.,El rango de fecha para este cambio de diseño se sobrepone a otro cambio de diseño para la tienda especificada.,module,Magento_Theme,1
The Order Updated report is created in real time and does not require a refresh.,El reporte de Orden Actualizada es creado en tiempo real y no requiere refrescarse.,module,Magento_Reports,1
The report displays the top 5 most viewed products for each interval.,El reporte muesta los 5 productos más visitados por cada intervalo.,module,Magento_Reports,1
VAT Number is valid.,El RFC/Número VAT es válido.,module,Magento_Customer,1
The VAT ID is valid but no Customer Group is assigned for it.,"El RFC/VAT ID es válido, pero no se ha asignado un Grupo de Clientes a él.",module,Magento_Customer,1
The VAT ID entered (%1) is not a valid VAT ID.,El RFC/VAT ID ingresado (%1) no es un RFC/VAT ID válido.,module,Magento_Customer,1
The VAT ID is valid. The current Customer Group will be used.,"El RFC/VAT ID no es válido, se usara el Grupo de Clientes actual..",module,Magento_Customer,1
The VAT ID is valid.,El RFC/VAT ID no es válido.,module,Magento_Customer,1
The VAT ID entered (%s) is not a valid VAT ID.,El RFC/VAT ID que ingresó (%s) no es un RFC/VAT ID válido.,module,Magento_Customer,1
DHL service is not available at %s date,El servicio DHL no está disponible en la fecha %s,module,Magento_Dhl,1
"Requested service is not available: ""%1""","El servicio solicitado no está disponible: ""%1""",module,Magento_Webapi,1
Anchor symbol (#) is not supported in url rewrite suffix.,El signo de número (#) no está soportado en el sufijo de reescritura de URL.,module,Magento_UrlRewrite,1
Anchor symbol (#) is not supported in request path.,El signo de número (#) no está soportado en la ruta solicitada.,module,Magento_UrlRewrite,1
SKU for product %1 has been changed to %2.,El SKU del producto %1 ha cambiado a %2.,module,Magento_Catalog,1
"The suffix that goes after name (Jr., Sr., etc.)","El sufijo que va después del nombre (Jr., Sr., etc.)",module,Magento_Customer,1
The maximum allowed image size for '%1' is %2x%3 px.,El tamaño máximo de imagen para '%1' es de %2x%3 px.,module,Magento_Catalog,1
Theme isn't deletable.,El tema es imborrable.,module,Magento_Theme,1
"Ttl value ""%1"" is not valid. Please use only numbers equal or greater than zero.","El tiempo de vida ""%1"" no es válido. Por favor sólo use números iguales o mayores que zero.",module,Magento_PageCache,1
The adapter type must be a non-empty string.,El tipo de adaptador debe ser una cadena no vacía.,module,Magento_ImportExport,1
"Input type ""%value%"" not found in the input types list.","El tipo de entrada ""%value%"" no se encuentra en la lista de tipos de entrada.",module,Magento_Eav,1
Index type is not valid,El tipo de índice no es válido,module,Magento_Reports,1
The option instance type in options group is incorrect.,El tipo de instancia de opción en el grupo de opciones es incorrecto.,module,Magento_Catalog,1
The product instance type in options group is incorrect.,El tipo de instancia de producto en el grupo de opciones es incorrecto.,module,Magento_Catalog,1
The option type to get group instance is incorrect.,El tipo de opción para obtener la instancia de grupo es incorrecto.,module,Magento_Catalog,1
A product type is not defined for the indexer.,El tipo de producto no está definido para el indizador.,module,Magento_Catalog,1
Service type does not match,El tipo de servicio no coincide,module,Magento_Usps,1
This credit card type is not allowed for this payment method.,El tipo de tarjeta de crédito no está permitido para este método de pago.,module,Magento_Payment,1
"The title that goes before name (Mr., Mrs., etc.)","El título que va antes del nombre (Sr., Sra., etc.)",module,Magento_Customer,1
Access token has been revoked,El token de acceso ha sido revocado,module,Magento_Integration,1
The behavior token for %1 is invalid.,El token de comportamiento para %1 no es válido.,module,Magento_ImportExport,1
PayPal Express Checkout Token does not exist.,El Token de Pago Express PayPal no existe.,module,Magento_Paypal,1
Specified token does not exist,El token especificado no existe,module,Magento_Integration,1
Token is not an access token,El token no es un token de acceso,module,Magento_Integration,1
Token is not associated with the specified consumer,El token no está asociado con el consumidor especificado,module,Magento_Integration,1
Request token is not associated with the specified consumer,El token solicitado no está asociado con el consumidor especificado,module,Magento_Integration,1
The credit memo's total must be positive.,El total de la nota de crédito debe ser positivo.,module,Magento_Sales,1
Order total will be displayed before you submit the order,El total de la orden se mostrará antes de hacer la orden,module,Magento_Msrp,1
Sample URL must have valid format.,El URL de muestra debe tener un formato válido.,module,Magento_Downloadable,1
The qty value is required to update quote item.,La cantidad es necesaria para actualizar la cotización del artículo.,module,Magento_Quote,1
Value must be a URL or one of placeholders: %1,El valor debe ser un URL o uno de los marcadores: %1,module,Magento_Config,1
"The value of attribute ""%1"" is invalid.","El valor del atributo ""%1"" no es válido.",module,Magento_Eav,1
The value of attribute not valid,El valor del atributo no válido,module,Magento_Eav,1
Discount value should be 0 or greater.,El valor del descuento debe ser 0 o mayor.,module,Magento_CatalogRule,1
Value for 'maximum characters' sub attribute in 'custom_options' attribute contains incorrect value,El valor para el sub atributo 'maximum characters' en el atributo 'custom_options' contiene un valor incorrecto,module,Magento_CatalogImportExport,1
Value for 'price' sub attribute in 'custom_options' attribute contains incorrect value,El valor para el sub atributo 'price' en el atributo 'custom_options' contiene un valor incorrecto,module,Magento_CatalogImportExport,1
Value for 'price' sub attribute in 'store' attribute contains incorrect value,El valor para el sub atributo 'price' en el atributo 'store' contiene un valor incorrecto,module,Magento_CatalogImportExport,1
Value for 'sort order' sub attribute in 'custom_options' attribute contains incorrect value,El valor para el sub atributo 'sort order' en el atributo 'custom_options' contiene un valor incorrecto,module,Magento_CatalogImportExport,1
Value for 'value price' sub attribute in 'custom_options' attribute contains incorrect value,El valor para el sub atributo 'value price' en el atributo 'custom_options' contiene un valor incorrecto,module,Magento_CatalogImportExport,1
The value that you entered is not valid.,El valor que ingresó no es válido.,module,Magento_Shipping,1
Verifier is invalid,El verificador no es válido,module,Magento_Integration,1
Verifier is not the correct length,El verificador no tiene la longitud correcta,module,Magento_Integration,1
"%1 indexer(s) are in ""Update on Save"" mode.","el/los indizador(es) %1 están en modo ""Actualizar al Guardar"".",module,Magento_Indexer,1
"%1 indexer(s) are in ""Update by Schedule"" mode.","el/los indizador(es) %1 están en modo ""Indizar por Agenda"" mode.",module,Magento_Indexer,1
Following Error(s) has been occurred during importing process:,El/los siguiente(s) errores ha(n) ocurrido durante el proceso de importación:,module,Magento_ImportExport,1
Electronic payments save the trees.,Electronic payments save the trees.,module,Magento_Authorizenet,1
Merchant Protection Eligibility,Elegibilidad de Protección del Comerciante,module,Magento_Paypal,1
"Choose whether a customer IP is shown in orders, invoices, shipments, and credit memos.","Elegir si la IP de un cliente se muestra en órdenes, facturas, envíos y notas de crédito.",module,Magento_Sales,1
Choose...,Elegir...,module,Magento_Widget,1
Choose existing Attribute Set,Elejir el Juego de Atributo existente,module,Magento_ConfigurableProduct,1
Elektronisches Lastschriftverfahren - German ELV,Elektronisches Lastschriftverfahren - German ELV,module,Magento_Paypal,1
Form Element with the same attribute,Elemento del Formato con el mismo atributo,module,Magento_Eav,1
Items %1 to %2 of %3 total,Artículos %1 al %2 de un total de %3,module,Magento_Theme,1
Items %1-%2 of %3,Artículos %1-%2 de %3,module,Magento_Catalog,1
Items to Ship,Artículos a Enviar,module,Magento_Shipping,1
Items to Refund,Artículos a Reembolsar,module,Magento_Sales,1
Last Added Items,Artículos Añadidos Recientemente,module,Magento_Wishlist,1
Sales Items,Artículos de Ventas,module,Magento_Reports,1
Grouped product items,Artículos  agrupados,module,Magento_GroupedProduct,1
Items in Cart,Artículos en el Carrito,module,Magento_Reports,1
Items in Your Shopping Cart,Artículos en su Carrito de Compras,module,Magento_Paypal,1
Items Invoiced,Artículos Facturados,module,Magento_Sales,1
Recent items,Artículos recientes,lib,lib/web/mage/backend/suggest.js,1
Items Refunded,Artículos Reembolsados,module,Magento_Sales,1
Choose Affected Attribute Set,Elija el Juego Afectado de Atributos,module,Magento_ConfigurableProduct,1
Choose Store View:,Elija la vista de tienda:,module,Magento_Newsletter,1
Choose a different Product,Elija un Producto diferente,module,Magento_ConfigurableProduct,1
Choose existing category.,Elija una categoría existente.,module,Magento_Catalog,1
Choose a secure bundled payment solution for your business.,Elija una solución integrada segura de pagos para su negocio.,module,Magento_Paypal,1
"Delete ""","Eliminar """,module,Fastly_Cdn,1
Delete Packages,Eliminar paquetes,module,Temando_Shipping,1
"Email address impact. The customer uses a free email provider, or the email address is risky","Email address impact. The customer uses a free email provider, or the email address is risky",module,Magento_Cybersource,1
Email Address:,Email Address:,module,Magento_Company,1
Email Associated with PayPal Merchant Account (Optional),Email Asociado con Cuenta de Comerciante de PayPal (Opcional),module,Magento_Paypal,1
Confirmed email,Email confirmado,module,Magento_Customer,1
Confirmed email:,Email confirmado:,module,Magento_Customer,1
Welcome Email,Email de Bienvenida,module,Magento_Customer,1
Default Welcome Email,Email de Bienvenida por Defecto,module,Magento_Customer,1
Default Welcome Email Without Password,Email de Bienvenida por Defecto Sin Contraseña,module,Magento_Customer,1
Merchant's Email,Email de Comerciante,module,Magento_Authorizenet,1
Confirmation Link Email,Email de Enlace de Confirmación,module,Magento_Customer,1
Invoice Email Sender,Email de Facturación Sender,module,Magento_Sales,1
Invalid Sender Email,Email de Remitente no válido,module,Magento_SendFriend,1
Payer Email,Email del Comprador,module,Magento_Paypal,1
Return-Path Email,Email Dirección-Origen (Return-Path Email),module,Magento_Backend,1
Wrong email.,Email equivocado.,module,Magento_Customer,1
Email Imported,Correo electrónico importado,module,Dotdigitalgroup_Email,1
Email Modified,Correo electrónico modificado,module,Dotdigitalgroup_Email,1
Email Options - Company Registration,Email Options - Company Registration,module,Magento_Company,1
Custom Email 1,Email Personalizado 1,module,Magento_Backend,1
Custom Email 2,Email Personalizado 2,module,Magento_Backend,1
Email Reminder Rule,Email Reminder Rule,module,Magento_Reminder,1
Email Reminders,Recordatorios por correo electrónico,module,Magento_Reminder,1
Email Returns Confirmation,Email Returns Confirmation,module,Magento_Rma,1
Email Send Failure Threshold,Email Send Failure Threshold,module,Magento_Reminder,1
Email Sent from Gift Card Account Management,Email Sent from Gift Card Account Management,module,Magento_GiftCardAccount,1
Separate Email,Email Separado,module,Magento_Config,1
Email Verification,Email Verification,module,Magento_Eway,1
Emails,Emails,module,Magento_GiftRegistry,1
Emails and Labels,Emails and Labels,module,Magento_Reminder,1
Store Email Addresses,Emails de la Tienda,module,Magento_Backend,1
Payment Failed Emails,Emails de Pago No Exitoso,module,Magento_Checkout,1
Sales Emails,Emails de Ventas,module,Magento_Sales,1
Emails Failed,Emails Failed,module,Magento_Reminder,1
Emails Sent,Emails Sent,module,Magento_Reminder,1
"Email addresses, separated by commas","Emails, separados por comas.",module,Magento_Wishlist,1
Shipment #,Embarque #,module,Magento_Shipping,1
Shipment #%1,Embarque #%1,module,Magento_Sales,1
Shipment #%1 | %3 (%2),Embarque #%1 | %3 (%2),module,Magento_Shipping,1
Order Shipments,Embarques de la Orden,module,Magento_Sales,1
Customer Packaging,Empaque Cliente,module,Magento_Ups,1
Starting at,Empezando desde,module,Magento_GroupedProduct,1
start typing to search template,Empieze a teclear para buscar la plantilla,module,Magento_Catalog,1
